Table S7. Ohnolog pairs identified using different outgroups,,,,,,,,,,,
Ohnolog1,chr_ohno1,Position1,Ohnolog2,chr_ohno2,Position2,C_int,C_sav,Amphi,Sea_u,Fly,Worm
ENSG00000146678,7,45894484,ENSG00000141753,17,35853202,Ohno,Ohno,None,None,None,None
ENSG00000146674,7,45927396,ENSG00000141753,17,35853202,Ohno,Ohno,Ohno,None,None,None
ENSG00000136205,7,47588216,ENSG00000131746,17,35911380,None,None,None,Ohno,Ohno,Ohno
ENSG00000185811,7,50314924,ENSG00000161405,17,35273967,Ohno,Ohno,None,None,None,None
ENSG00000106070,7,50828652,ENSG00000141738,17,35147713,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000146648,7,55054219,ENSG00000141736,17,35104766,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000105784,7,87095665,ENSG00000108309,17,39741490,Ohno,None,Ohno,Ohno,Ohno,None
ENSG00000075303,7,87343604,ENSG00000013306,17,39757703,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000008277,7,87401638,ENSG00000073670,17,40192094,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000222045,7,87401717,ENSG00000073670,17,40192094,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000222010,7,87401717,ENSG00000073670,17,40192094,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000222016,7,87401717,ENSG00000073670,17,40192094,Ohno,Ohno,Ohno,None,Ohno,Ohno
ENSG00000182348,7,88226689,ENSG00000186566,17,39936328,None,None,Ohno,None,None,None
ENSG00000157240,7,90731719,ENSG00000180340,17,39990451,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000127990,7,94123457,ENSG00000108823,17,45598365,None,None,Ohno,Ohno,Ohno,None
ENSG00000158528,7,94374885,ENSG00000108819,17,45582873,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000004799,7,95063861,ENSG00000005882,17,45527695,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000006377,7,96473226,ENSG00000108813,17,45401561,Ohno,Ohno,None,Ohno,None,Ohno
ENSG00000006377,7,96473226,ENSG00000064195,17,45427587,None,Ohno,None,Ohno,None,Ohno
ENSG00000105880,7,96492079,ENSG00000108813,17,45401561,Ohno,Ohno,None,Ohno,None,Ohno
ENSG00000105880,7,96492079,ENSG00000064195,17,45427587,None,Ohno,Ohno,Ohno,None,Ohno
ENSG00000164715,7,97574133,ENSG00000181409,17,76754467,None,None,Ohno,Ohno,None,None
ENSG00000006453,7,97868316,ENSG00000175866,17,76623546,None,None,Ohno,Ohno,None,None
ENSG00000198742,7,98579664,ENSG00000108854,17,60088854,None,Ohno,Ohno,None,None,Ohno
ENSG00000185467,7,98643025,ENSG00000182481,17,63462310,None,Ohno,Ohno,None,None,Ohno
ENSG00000081800,7,122627261,ENSG00000141485,17,6557409,None,None,None,None,Ohno,Ohno
ENSG00000164707,7,135063474,ENSG00000141485,17,6557409,None,None,None,None,Ohno,Ohno
ENSG00000105929,7,138133481,ENSG00000033627,17,37864388,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000165125,7,142293599,ENSG00000187688,17,16259581,None,None,None,Ohno,None,None
ENSG00000165125,7,142293599,ENSG00000196689,17,3447085,None,None,None,Ohno,Ohno,Ohno
ENSG00000165125,7,142293599,ENSG00000167723,17,3408039,None,None,None,Ohno,Ohno,Ohno
ENSG00000127412,7,142341027,ENSG00000167723,17,3408039,None,None,None,Ohno,Ohno,Ohno
ENSG00000127412,7,142341027,ENSG00000196689,17,3447085,None,None,None,Ohno,Ohno,Ohno
ENSG00000127412,7,142341027,ENSG00000187688,17,16259581,None,None,None,Ohno,None,None
ENSG00000050327,7,143683366,ENSG00000198844,17,8154315,None,None,None,Ohno,Ohno,None
ENSG00000174469,7,145444902,ENSG00000108797,17,38088158,Ohno,None,Ohno,Ohno,Ohno,Ohno
ENSG00000106462,7,148212347,ENSG00000108799,17,38150574,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000204947,7,148454311,ENSG00000180626,17,5035902,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000197566,17,16497883,None,None,None,Ohno,None,None
ENSG00000002726,7,150180506,ENSG00000131480,17,38250135,None,None,Ohno,None,None,None
ENSG00000055118,7,150306335,ENSG00000089558,17,37586822,Ohno,None,None,None,None,None
ENSG00000055118,7,150306335,ENSG00000173826,17,58954427,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000164889,7,150389271,ENSG00000004939,17,39700993,None,Ohno,Ohno,Ohno,Ohno,None
ENSG00000164897,7,150411503,ENSG00000168591,17,39619880,Ohno,None,Ohno,None,None,Ohno
ENSG00000146926,7,150515742,ENSG00000161664,17,39603600,None,None,Ohno,None,None,None
ENSG00000082014,7,150605164,ENSG00000108604,17,59273661,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000106018,7,158630410,ENSG00000120088,17,41217449,None,None,None,None,None,Ohno
ENSG00000106018,7,158630410,ENSG00000065325,17,9670106,None,None,None,None,Ohno,None
ENSG00000122566,7,26206942,ENSG00000215492,18,28247165,Ohno,Ohno,None,None,Ohno,Ohno
ENSG00000106125,7,30917993,ENSG00000171885,18,22699714,Ohno,Ohno,None,None,Ohno,Ohno
ENSG00000015520,7,44547439,ENSG00000141458,18,19420468,None,None,None,None,None,Ohno
ENSG00000185177,7,57211513,ENSG00000175322,18,14122429,None,None,None,None,None,Ohno
ENSG00000182111,7,57513831,ENSG00000175322,18,14122429,None,None,None,None,None,Ohno
ENSG00000214652,7,63103389,ENSG00000175322,18,14122429,None,None,None,None,None,Ohno
ENSG00000197123,7,63346931,ENSG00000175322,18,14122429,None,None,None,None,None,Ohno
ENSG00000196247,7,63763946,ENSG00000175322,18,14122429,None,None,None,None,None,Ohno
ENSG00000152926,7,64088849,ENSG00000175322,18,14122429,None,None,None,None,None,Ohno
ENSG00000146757,7,64476203,ENSG00000175322,18,14122429,None,None,None,None,None,Ohno
ENSG00000073067,7,989361,ENSG00000167600,19,46390955,None,None,None,Ohno,None,None
ENSG00000136295,7,2638129,ENSG00000167614,19,59618417,None,None,None,Ohno,None,None
ENSG00000157927,7,4889861,ENSG00000105538,19,53935782,Ohno,Ohno,Ohno,Ohno,None,None
ENSG00000008256,7,6278800,ENSG00000105443,19,53664420,Ohno,Ohno,Ohno,Ohno,None,None
ENSG00000136240,7,6490374,ENSG00000105438,19,53586622,None,None,Ohno,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000196263,19,61711024,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000167555,19,57592933,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000221897,19,57243918,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000204611,19,57335003,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000196724,19,63138552,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000167380,19,49354190,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000196437,19,42650179,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000171817,19,42777622,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000198131,19,63431882,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000197619,19,57203275,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000197937,19,58354096,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000167383,19,49644505,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000166704,19,63206526,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000198182,19,42902531,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000170949,19,58298499,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000176232,19,49011742,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000197050,19,42261177,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000180479,19,42777531,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000196267,19,57366708,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000197608,19,57290830,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000197497,19,58388431,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000198453,19,42099074,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000128000,19,45253952,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000197016,19,61770707,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000131849,19,63643401,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000189042,19,41872142,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000159917,19,49505441,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000176293,19,63262422,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000196967,19,42355468,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000105497,19,56766343,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000187187,19,45194869,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000181666,19,42517420,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000189144,19,42999780,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000124459,19,49131251,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000197782,19,45288685,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000186272,19,62614341,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000159905,19,49344688,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000197800,19,42393293,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000131115,19,49408524,None,None,None,Ohno,None,None
ENSG00000164631,7,6713091,ENSG00000213861,19,55255431,None,None,None,Ohno,None,None
ENSG00000196247,7,63763946,ENSG00000186272,19,62614341,None,None,None,Ohno,None,None
ENSG00000196247,7,63763946,ENSG00000196263,19,61711024,None,None,None,Ohno,None,None
ENSG00000196247,7,63763946,ENSG00000166704,19,63206526,None,None,None,Ohno,None,None
ENSG00000196247,7,63763946,ENSG00000131849,19,63643401,None,None,None,Ohno,None,None
ENSG00000196247,7,63763946,ENSG00000196724,19,63138552,None,None,None,Ohno,None,None
ENSG00000196247,7,63763946,ENSG00000197016,19,61770707,None,None,None,Ohno,None,None
ENSG00000196247,7,63763946,ENSG00000176293,19,63262422,None,None,None,Ohno,None,None
ENSG00000196247,7,63763946,ENSG00000198131,19,63431882,None,None,None,Ohno,None,None
ENSG00000146757,7,64476203,ENSG00000152454,19,63150889,None,None,None,Ohno,None,None
ENSG00000106261,7,99451155,ENSG00000197128,19,62680750,Ohno,None,None,None,None,None
ENSG00000106261,7,99451155,ENSG00000180884,19,40146793,Ohno,None,None,None,None,None
ENSG00000106261,7,99451155,ENSG00000083817,19,62782055,Ohno,None,None,None,None,None
ENSG00000106261,7,99451155,ENSG00000171649,19,62787322,Ohno,None,None,None,None,None
ENSG00000166526,7,99517299,ENSG00000152454,19,63150889,Ohno,None,None,None,None,None
ENSG00000166526,7,99517299,ENSG00000213762,19,62822649,Ohno,None,None,None,None,None
ENSG00000166526,7,99517299,ENSG00000167635,19,41397875,Ohno,None,None,None,None,None
ENSG00000146839,7,100169580,ENSG00000090920,19,45132373,Ohno,None,None,None,None,None
ENSG00000128594,7,127458238,ENSG00000131409,19,55763114,Ohno,None,None,None,Ohno,None
ENSG00000128595,7,128166653,ENSG00000142552,19,54722687,None,None,None,None,Ohno,None
ENSG00000128604,7,128365230,ENSG00000126456,19,54860926,Ohno,None,None,None,None,None
ENSG00000122779,7,137795619,ENSG00000130726,19,63747648,None,None,None,Ohno,None,None
ENSG00000204983,7,142136897,ENSG00000167754,19,56148156,None,None,None,Ohno,None,None
ENSG00000204982,7,142167698,ENSG00000167754,19,56148156,None,None,None,Ohno,None,None
ENSG00000197362,7,148409232,ENSG00000167637,19,42033103,None,None,None,Ohno,None,None
ENSG00000197362,7,148409232,ENSG00000062370,19,49552696,None,None,None,Ohno,None,None
ENSG00000197362,7,148409232,ENSG00000152454,19,63150889,None,None,None,Ohno,None,None
ENSG00000197362,7,148409232,ENSG00000174586,19,63565932,None,None,None,Ohno,None,None
ENSG00000197362,7,148409232,ENSG00000099326,19,63776754,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000197937,19,58354096,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000159905,19,49344688,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000180479,19,42777531,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000196724,19,63138552,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000197016,19,61770707,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000196967,19,42355468,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000128000,19,45253952,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000198182,19,42902531,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000171817,19,42777622,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000105750,19,20897922,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000198453,19,42099074,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000186272,19,62614341,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000167555,19,57592933,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000197497,19,58388431,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000197782,19,45288685,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000196437,19,42650179,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000197050,19,42261177,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000196267,19,57366708,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000170949,19,58298499,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000187187,19,45194869,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000167383,19,49644505,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000189144,19,42999780,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000167232,19,23370109,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000198521,19,21826670,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000131849,19,63643401,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000196350,19,22261092,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000124459,19,49131251,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000204611,19,57335003,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000176293,19,63262422,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000197608,19,57290830,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000197800,19,42393293,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000167380,19,49354190,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000159917,19,49505441,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000196268,19,21371771,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000197013,19,21480277,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000105708,19,19704921,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000213967,19,23889552,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000221897,19,57243918,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000168661,19,40125405,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000131115,19,49408524,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000160321,19,21985561,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000197619,19,57203275,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000081665,19,19872755,None,None,None,Ohno,None,None
ENSG00000106624,7,44110485,ENSG00000088882,20,2729282,None,None,None,Ohno,None,None
ENSG00000136280,7,45006312,ENSG00000101331,20,30061914,None,None,None,Ohno,None,None
ENSG00000196247,7,63763946,ENSG00000130684,20,25625469,None,None,None,Ohno,None,None
ENSG00000196247,7,63763946,ENSG00000125846,20,18217121,None,None,None,Ohno,None,None
ENSG00000164828,7,822778,ENSG00000100242,22,37520094,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000198517,7,1536894,ENSG00000185022,22,36927944,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000215155,7,1562592,ENSG00000198792,22,36998962,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000106003,7,2518689,ENSG00000100060,22,36212385,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000198286,7,3050105,ENSG00000100065,22,36245495,Ohno,Ohno,None,None,None,None
ENSG00000008256,7,6278800,ENSG00000100055,22,36008370,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000136238,7,6380651,ENSG00000128340,22,35970434,Ohno,Ohno,Ohno,Ohno,None,Ohno
ENSG00000136240,7,6490374,ENSG00000100196,22,37194029,None,None,None,None,None,Ohno
ENSG00000122545,7,35807345,ENSG00000184702,22,18081987,None,None,None,None,None,Ohno
ENSG00000214765,7,45771955,ENSG00000184702,22,18081987,None,None,None,None,None,Ohno
ENSG00000146729,7,55999790,ENSG00000184117,22,28307244,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000106153,7,56141685,ENSG00000138869,22,22440141,None,None,None,None,Ohno,Ohno
ENSG00000185177,7,57211513,ENSG00000187792,22,22423279,None,None,None,None,None,Ohno
ENSG00000182111,7,57513831,ENSG00000187792,22,22423279,None,None,None,None,None,Ohno
ENSG00000214652,7,63103389,ENSG00000187792,22,22423279,None,None,None,None,None,Ohno
ENSG00000197123,7,63346931,ENSG00000187792,22,22423279,None,None,None,None,None,Ohno
ENSG00000196247,7,63763946,ENSG00000187792,22,22423279,None,None,None,None,None,Ohno
ENSG00000152926,7,64088849,ENSG00000187792,22,22423279,None,None,None,None,None,Ohno
ENSG00000146757,7,64476203,ENSG00000187792,22,22423279,None,None,None,None,None,Ohno
ENSG00000169902,7,65307749,ENSG00000128294,22,25322681,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000183166,7,71549982,ENSG00000100314,22,28446344,Ohno,None,None,Ohno,None,None
ENSG00000106683,7,73136092,ENSG00000182541,22,29938250,Ohno,Ohno,None,Ohno,Ohno,None
ENSG00000183086,7,74017019,ENSG00000182482,22,29015616,None,None,Ohno,Ohno,None,None
ENSG00000198750,7,74705533,ENSG00000182482,22,29015616,None,None,Ohno,Ohno,None,None
ENSG00000170027,7,75826252,ENSG00000128245,22,30670479,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000164532,7,35260283,ENSG00000122145,X,79156911,None,Ohno,None,None,None,None
ENSG00000164708,7,44071709,ENSG00000186076,X,77111791,None,Ohno,None,None,None,None
ENSG00000004799,7,95063861,ENSG00000067992,X,24393475,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000166526,7,99517299,ENSG00000221994,X,47815739,Ohno,None,None,None,None,None
ENSG00000166526,7,99517299,ENSG00000147117,X,47114943,Ohno,None,None,None,None,None
ENSG00000213420,7,99612926,ENSG00000147257,X,132947332,None,None,None,None,None,Ohno
ENSG00000213420,7,99612926,ENSG00000076716,X,132376871,Ohno,None,None,Ohno,Ohno,Ohno
ENSG00000066923,7,99613474,ENSG00000101972,X,122921743,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000077454,7,100021712,ENSG00000130224,X,114374891,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000106330,7,100047661,ENSG00000101928,X,133876963,None,Ohno,None,None,None,Ohno
ENSG00000106367,7,100584406,ENSG00000182287,X,15783021,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000106384,7,100631022,ENSG00000184210,X,69314061,None,None,Ohno,None,None,None
ENSG00000106404,7,100668821,ENSG00000165376,X,106050290,Ohno,None,None,None,None,None
ENSG00000187416,7,103756464,ENSG00000182508,X,111810031,Ohno,None,None,None,None,None
ENSG00000135250,7,104816583,ENSG00000184343,X,152699656,None,None,None,Ohno,None,Ohno
ENSG00000008282,7,105540293,ENSG00000102003,X,48943606,None,None,Ohno,Ohno,None,None
ENSG00000075790,7,107007946,ENSG00000185825,X,152643081,None,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000105879,7,107171822,ENSG00000175809,X,22200986,None,None,None,None,Ohno,None
ENSG00000091129,7,107884062,ENSG00000198910,X,152804819,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000164604,7,112515015,ENSG00000184194,X,53095231,None,None,Ohno,Ohno,None,None
ENSG00000184408,7,119701923,ENSG00000102057,X,48713195,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000196937,7,120823658,ENSG00000071889,X,153397757,Ohno,Ohno,Ohno,Ohno,None,None
ENSG00000106299,7,123176352,ENSG00000015285,X,48427141,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000128617,7,128203087,ENSG00000102076,X,153062939,Ohno,Ohno,Ohno,None,Ohno,None
ENSG00000128617,7,128203087,ENSG00000166160,X,153138479,Ohno,Ohno,Ohno,None,Ohno,None
ENSG00000128617,7,128203087,ENSG00000147380,X,153101348,Ohno,Ohno,Ohno,None,Ohno,None
ENSG00000128591,7,128257719,ENSG00000196924,X,153256188,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000221866,7,131911863,ENSG00000198753,X,152682845,None,Ohno,Ohno,None,None,None
ENSG00000221866,7,131911863,ENSG00000130827,X,153339817,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000006459,7,139523210,ENSG00000172943,X,54088407,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000157764,7,140271033,ENSG00000078061,X,47305522,None,None,None,Ohno,None,None
ENSG00000197362,7,148409232,ENSG00000147117,X,47114943,None,None,None,Ohno,None,None
ENSG00000204947,7,148454311,ENSG00000147124,X,47227289,None,None,None,Ohno,None,None
ENSG00000147364,8,346808,ENSG00000156804,8,124622627,Ohno,None,Ohno,Ohno,Ohno,Ohno
ENSG00000091879,8,6408174,ENSG00000154188,8,108579459,Ohno,None,None,None,Ohno,None
ENSG00000171044,8,11096258,ENSG00000221947,8,71755848,None,Ohno,None,None,Ohno,Ohno
ENSG00000171044,8,11096258,ENSG00000206579,8,56177571,Ohno,Ohno,None,Ohno,Ohno,Ohno
ENSG00000136573,8,11388930,ENSG00000147507,8,56954948,Ohno,Ohno,Ohno,Ohno,Ohno,Ohno
ENSG00000092964,8,26491327,ENSG00000147647,8,105548453,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000015592,8,27171843,ENSG00000104435,8,80685916,None,None,Ohno,Ohno,Ohno,None
ENSG00000120899,8,27224916,ENSG00000169398,8,142080514,None,None,None,Ohno,Ohno,Ohno
ENSG00000104290,8,28407692,ENSG00000164930,8,104380276,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000164736,8,55533048,ENSG00000171056,8,10625432,Ohno,Ohno,Ohno,Ohno,Ohno,None
ENSG00000164684,8,81949571,ENSG00000186918,8,28299896,None,None,Ohno,Ohno,Ohno,None
ENSG00000164796,8,114518418,ENSG00000183117,8,3258996,None,None,Ohno,Ohno,Ohno,Ohno
ENSG00000164749,8,76482732,ENSG00000186350,9,136358137,None,None,None,None,None,Ohno
